species_name,data_cleaning_issues,unique_occ_10,alpha_hull,SDM,AIC_issue,Range_unfilling,Realm_ok,CBI_ok,Final_species
Monteverdia_harrisii,No,No,NA,NA,NA,NA,NA,NA,NA
Monteverdia_horrida,No,No,NA,NA,NA,NA,NA,NA,NA
Monteverdia_huberi,No,Yes,Yes,Yes,No,No,NA,NA,NA
Monteverdia_ilicifolia,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Monteverdia_jamaicensis,No,No,NA,NA,NA,NA,NA,NA,NA
Monteverdia_jefeana,No,No,NA,NA,NA,NA,NA,NA,NA
Monteverdia_kanukuensis,No,No,NA,NA,NA,NA,NA,NA,NA
Monteverdia_karstenii,No,No,NA,NA,NA,NA,NA,NA,NA
Monteverdia_krukovii,No,No,NA,NA,NA,NA,NA,NA,NA
Monteverdia_laevigata,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Monteverdia_laevis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Monteverdia_laurina,No,No,NA,NA,NA,NA,NA,NA,NA
Monteverdia_littoralis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Monteverdia_longifolia,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Monteverdia_macrocarpa,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Monteverdia_macrophylla,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Monteverdia_manabiensis,No,No,NA,NA,NA,NA,NA,NA,NA
Monteverdia_matudae,No,Yes,Yes,Yes,No,No,NA,NA,NA
Monteverdia_megalocarpa,No,No,NA,NA,NA,NA,NA,NA,NA
Monteverdia_meguillensis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Monteverdia_microcarpa,No,No,NA,NA,NA,NA,NA,NA,NA
Monteverdia_monticola,No,No,NA,NA,NA,NA,NA,NA,NA
Monteverdia_myrsinoides,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Monteverdia_neblinae,No,No,NA,NA,NA,NA,NA,NA,NA
Monteverdia_oblongata,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Monteverdia_obtusifolia,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Monteverdia_ocoensis,No,No,NA,NA,NA,NA,NA,NA,NA
Monteverdia_patens,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Monteverdia_peruana,No,No,NA,NA,NA,NA,NA,NA,NA
Monteverdia_pittieriana,No,No,NA,NA,NA,NA,NA,NA,NA
Monteverdia_planifolia,No,No,NA,NA,NA,NA,NA,NA,NA
Monteverdia_ponceana,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Monteverdia_pruinosa,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Monteverdia_psammophila,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Monteverdia_purpusii,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Monteverdia_pustulata,No,No,NA,NA,NA,NA,NA,NA,NA
Monteverdia_quadrangulata,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Monteverdia_radlkoferiana,No,No,NA,NA,NA,NA,NA,NA,NA
Monteverdia_recondita,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Monteverdia_retusa,No,No,NA,NA,NA,NA,NA,NA,NA
Monteverdia_rigida,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Monteverdia_samydiformis,No,No,NA,NA,NA,NA,NA,NA,NA
Monteverdia_schippii,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Monteverdia_schumanniana,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Monteverdia_segoviarum,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Monteverdia_sieberiana,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Monteverdia_spinosa,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Monteverdia_sprucei,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Monteverdia_stipitata,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Monteverdia_tikalensis,No,No,NA,NA,NA,NA,NA,NA,NA
Montinia_caryophyllacea,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Montrouziera_cauliflora,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Montrouziera_gabriellae,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Montrouziera_sphaeroidea,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Moquilea_guianensis,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Moquilea_leucosepala,No,Yes,Yes,Yes,No,No,NA,NA,NA
Moquilea_minutiflora,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Moquilea_palcazuensis,No,No,NA,NA,NA,NA,NA,NA,NA
Moquilea_pyrifolia,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Moquilea_salzmannii,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Moquilea_tomentosa,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Moquiniastrum_mollissimum,No,No,NA,NA,NA,NA,NA,NA,NA
Moquiniastrum_oligocephalum,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Moquiniastrum_polymorphum,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Moquiniastrum_pulchrum,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mora_abbottii,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mora_ekmanii,No,No,NA,NA,NA,NA,NA,NA,NA
Mora_excelsa,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mora_gonggrijpii,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Mora_megistosperma,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mora_oleifera,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mora_paraensis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Morelia_senegalensis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Morella_adenophora,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Morella_arborea,No,No,NA,NA,NA,NA,NA,NA,NA
Morella_californica,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Morella_caroliniensis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Morella_cerifera,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Morella_chevalieri,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Morella_esculenta,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Morella_faya,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Morella_funckii,No,No,NA,NA,NA,NA,NA,NA,NA
Morella_holdridgeana,No,No,NA,NA,NA,NA,NA,NA,NA
Morella_inodora,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Morella_integra,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Morella_javanica,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Morella_kandtiana,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Morella_lindeniana,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Morella_parvifolia,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Morella_pavonis,No,No,NA,NA,NA,NA,NA,NA,NA
Morella_pensylvanica,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Morella_picardae,No,No,NA,NA,NA,NA,NA,NA,NA
Morella_pilulifera,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Morella_pringlei,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Morella_pubescens,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Morella_punctata,No,No,NA,NA,NA,NA,NA,NA,NA
Morella_rivas-martinezii,No,No,NA,NA,NA,NA,NA,NA,NA
Morella_rubra,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Morella_salicifolia,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Morella_serrata,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Morella_shaferi,No,No,NA,NA,NA,NA,NA,NA,NA
Morella_singularis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Morella_spathulata,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Morina_nepalensis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Morinda_angustifolia,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Morinda_asteroscepa,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Morinda_chrysorhiza,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Morinda_citrifolia,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Morinda_coreia,No,Yes,Yes,Yes,No,No,NA,NA,NA
Morinda_corneri,No,No,NA,NA,NA,NA,NA,NA,NA
Morinda_fasciculata,No,No,NA,NA,NA,NA,NA,NA,NA
Morinda_hoffmannioides,No,No,NA,NA,NA,NA,NA,NA,NA
Morinda_latibractea,No,No,NA,NA,NA,NA,NA,NA,NA
Morinda_lucida,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Morinda_pacifica,No,No,NA,NA,NA,NA,NA,NA,NA
Morinda_panamensis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Morinda_pedunculata,No,No,NA,NA,NA,NA,NA,NA,NA
Morinda_persicifolia,Yes,NA,NA,NA,NA,NA,NA,NA,NA
Morinda_royoc,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Morinda_titanophylla,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Morinda_trimera,No,No,NA,NA,NA,NA,NA,NA,NA
Morinda_umbellata,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Morindopsis_capillaris,No,No,NA,NA,NA,NA,NA,NA,NA
Moringa_arborea,No,No,NA,NA,NA,NA,NA,NA,NA
Moringa_borziana,No,No,NA,NA,NA,NA,NA,NA,NA
Moringa_concanensis,No,No,NA,NA,NA,NA,NA,NA,NA
Moringa_drouhardii,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Moringa_hildebrandtii,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Moringa_longituba,No,No,NA,NA,NA,NA,NA,NA,NA
Moringa_oleifera,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Moringa_ovalifolia,No,No,NA,NA,NA,NA,NA,NA,NA
Moringa_peregrina,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Moringa_rivae,No,No,NA,NA,NA,NA,NA,NA,NA
Moringa_ruspoliana,No,No,NA,NA,NA,NA,NA,NA,NA
Moringa_stenopetala,No,No,NA,NA,NA,NA,NA,NA,NA
Morisonia_americana,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Morisonia_multiflora,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Morisonia_oblongifolia,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Moronobea_candida,No,No,NA,NA,NA,NA,NA,NA,NA
Moronobea_coccinea,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Moronobea_jenmanii,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Moronobea_ptaritepuiana,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Moronobea_pulchra,No,No,NA,NA,NA,NA,NA,NA,NA
Moronobea_riparia,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mortoniella_pittieri,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mortoniodendron_abelianum,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mortoniodendron_anisophyllum,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mortoniodendron_apetalum,No,Yes,orphaned_hole,NA,NA,NA,NA,NA,NA
Mortoniodendron_costaricense,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mortoniodendron_guatemalense,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Mortoniodendron_hirsutum,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mortoniodendron_ocotense,No,No,NA,NA,NA,NA,NA,NA,NA
Mortoniodendron_palaciosii,No,No,NA,NA,NA,NA,NA,NA,NA
Mortoniodendron_ruizii,No,No,NA,NA,NA,NA,NA,NA,NA
Mortoniodendron_sulcatum,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mortoniodendron_uxpanapense,No,No,NA,NA,NA,NA,NA,NA,NA
Mortoniodendron_vestitum,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Morus_alba,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Morus_australis,No,Yes,orphaned_hole,NA,NA,NA,NA,NA,NA
Morus_boninensis,No,No,NA,NA,NA,NA,NA,NA,NA
Morus_cathayana,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Morus_celtidifolia,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Morus_indica,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Morus_insignis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Morus_japonica,No,No,NA,NA,NA,NA,NA,NA,NA
Morus_macroura,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Morus_mesozygia,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Morus_microphylla,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Morus_mongolica,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Morus_nigra,Yes,NA,NA,NA,NA,NA,NA,NA,NA
Morus_notabilis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Morus_rubra,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Morus_serrata,No,No,NA,NA,NA,NA,NA,NA,NA
Morus_wittiorum,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mosannona_costaricensis,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Mosannona_depressa,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mosannona_discolor,No,No,NA,NA,NA,NA,NA,NA,NA
Mosannona_garwoodii,No,No,NA,NA,NA,NA,NA,NA,NA
Mosannona_guatemalensis,No,No,NA,NA,NA,NA,NA,NA,NA
Mosannona_hypoglauca,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mosannona_maculata,No,No,NA,NA,NA,NA,NA,NA,NA
Mosannona_pachiteae,No,No,NA,NA,NA,NA,NA,NA,NA
Mosannona_pacifica,No,Yes,Yes,Yes,No,No,NA,NA,NA
Mosannona_papillosa,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mosannona_parva,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mosannona_raimondii,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mosannona_vasquezii,No,No,NA,NA,NA,NA,NA,NA,NA
Mosannona_xanthochlora,No,No,NA,NA,NA,NA,NA,NA,NA
Mosiera_androsiana,No,No,NA,NA,NA,NA,NA,NA,NA
Mosiera_bullata,No,No,NA,NA,NA,NA,NA,NA,NA
Mosiera_cabanasensis,No,No,NA,NA,NA,NA,NA,NA,NA
Mosiera_calycolpoides,No,No,NA,NA,NA,NA,NA,NA,NA
Mosiera_contrerasii,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mosiera_crenulata,No,No,NA,NA,NA,NA,NA,NA,NA
Mosiera_cuspidata,No,No,NA,NA,NA,NA,NA,NA,NA
Mosiera_ehrenbergii,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mosiera_havanensis,No,No,NA,NA,NA,NA,NA,NA,NA
Mosiera_longipes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mosiera_tiburona,No,No,NA,NA,NA,NA,NA,NA,NA
Mosiera_xerophytica,No,No,NA,NA,NA,NA,NA,NA,NA
Mosquitoxylum_jamaicense,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Motherwellia_haplosciadea,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Motleyia_borneensis,No,No,NA,NA,NA,NA,NA,NA,NA
Moullava_tortuosa,No,No,NA,NA,NA,NA,NA,NA,NA
Moultonianthus_leembruggianus,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Mouretia_tonkinensis,No,No,NA,NA,NA,NA,NA,NA,NA
Mouriri_acutiflora,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Mouriri_ambiconvexa,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mouriri_angulicosta,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mouriri_angustifolia,No,No,NA,NA,NA,NA,NA,NA,NA
Mouriri_apiranga,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Mouriri_arborea,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mouriri_bahiensis,No,No,NA,NA,NA,NA,NA,NA,NA
Mouriri_barinensis,No,No,NA,NA,NA,NA,NA,NA,NA
Mouriri_brachyanthera,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mouriri_brevipes,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Mouriri_cauliflora,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mouriri_cearensis,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Mouriri_chamissoana,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mouriri_collocarpa,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Mouriri_colombiana,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mouriri_completens,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Mouriri_crassifolia,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Mouriri_crassisepala,No,No,NA,NA,NA,NA,NA,NA,NA
Mouriri_cyphocarpa,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mouriri_densifoliata,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mouriri_dimorphandra,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mouriri_domingensis,No,No,NA,NA,NA,NA,NA,NA,NA
Mouriri_doriana,No,No,NA,NA,NA,NA,NA,NA,NA
Mouriri_duckeana,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mouriri_duckeanoides,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mouriri_dumetosa,No,No,NA,NA,NA,NA,NA,NA,NA
Mouriri_elliptica,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mouriri_emarginata,No,No,NA,NA,NA,NA,NA,NA,NA
Mouriri_eugeniifolia,No,No,NA,NA,NA,NA,NA,NA,NA
Mouriri_exadenia,No,No,NA,NA,NA,NA,NA,NA,NA
Mouriri_exilis,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Mouriri_ficoides,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mouriri_floribunda,No,No,NA,NA,NA,NA,NA,NA,NA
Mouriri_francavillana,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mouriri_froesii,No,No,NA,NA,NA,NA,NA,NA,NA
Mouriri_gardneri,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mouriri_glazioviana,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mouriri_gleasoniana,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mouriri_grandiflora,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Mouriri_guianensis,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Mouriri_helleri,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mouriri_huberi,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Mouriri_impressinerva,No,No,NA,NA,NA,NA,NA,NA,NA
Mouriri_latihila,No,No,NA,NA,NA,NA,NA,NA,NA
Mouriri_laxiflora,No,No,NA,NA,NA,NA,NA,NA,NA
Mouriri_longifolia,No,No,NA,NA,NA,NA,NA,NA,NA
Mouriri_lunatanthera,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mouriri_micradenia,No,No,NA,NA,NA,NA,NA,NA,NA
Mouriri_micranthera,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mouriri_muelleri,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mouriri_myrtifolia,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Mouriri_myrtilloides,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Mouriri_nervosa,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Mouriri_nigra,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Mouriri_oligantha,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Mouriri_osaensis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mouriri_pachyphylla,No,No,NA,NA,NA,NA,NA,NA,NA
Mouriri_panamensis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mouriri_papillosa,No,No,NA,NA,NA,NA,NA,NA,NA
Mouriri_pauciflora,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mouriri_peruviana,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mouriri_pranceana,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mouriri_pseudogeminata,No,No,NA,NA,NA,NA,NA,NA,NA
Mouriri_pusa,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Mouriri_regeliana,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mouriri_retentipetala,No,No,NA,NA,NA,NA,NA,NA,NA
Mouriri_rhizophorifolia,No,No,NA,NA,NA,NA,NA,NA,NA
Mouriri_sagotiana,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Mouriri_sideroxylon,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Mouriri_spathulata,No,No,NA,NA,NA,NA,NA,NA,NA
Mouriri_spruceana,No,No,NA,NA,NA,NA,NA,NA,NA
Mouriri_steyermarkii,No,No,NA,NA,NA,NA,NA,NA,NA
Mouriri_subumbellata,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Mouriri_tessmannii,No,No,NA,NA,NA,NA,NA,NA,NA
Mouriri_torquata,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mouriri_trunciflora,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mouriri_tuberculata,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mouriri_uncitheca,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Mouriri_valenzuelana,No,No,NA,NA,NA,NA,NA,NA,NA
Mouriri_vernicosa,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Moutabea_aculeata,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Moutabea_gentryi,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Moutabea_guianensis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mucoa_duckei,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mucoa_pantchenkoana,No,No,NA,NA,NA,NA,NA,NA,NA
Mucuna_sempervirens,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Muellera_amazonica,No,No,NA,NA,NA,NA,NA,NA,NA
Muellera_broadwayi,No,No,NA,NA,NA,NA,NA,NA,NA
Muellera_burkartii,No,No,NA,NA,NA,NA,NA,NA,NA
Muellera_campestris,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Muellera_chocoensis,No,No,NA,NA,NA,NA,NA,NA,NA
Muellera_crucisrubierae,No,No,NA,NA,NA,NA,NA,NA,NA
Muellera_denudata,No,No,NA,NA,NA,NA,NA,NA,NA
Muellera_fendleri,No,No,NA,NA,NA,NA,NA,NA,NA
Muellera_filipes,No,No,NA,NA,NA,NA,NA,NA,NA
Muellera_fluvialis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Muellera_graciliflora,No,No,NA,NA,NA,NA,NA,NA,NA
Muellera_grazielae,No,No,NA,NA,NA,NA,NA,NA,NA
Muellera_laticifera,No,No,NA,NA,NA,NA,NA,NA,NA
Muellera_leptobotrys,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Muellera_lutea,No,No,NA,NA,NA,NA,NA,NA,NA
Muellera_monilis,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Muellera_montana,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Muellera_nitens,No,No,NA,NA,NA,NA,NA,NA,NA
Muellera_obtusa,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Muellera_sericea,No,No,NA,NA,NA,NA,NA,NA,NA
Muellera_torrensis,No,No,NA,NA,NA,NA,NA,NA,NA
Muellera_tozziana,No,No,NA,NA,NA,NA,NA,NA,NA
Muellera_tubicalyx,No,No,NA,NA,NA,NA,NA,NA,NA
Muellera_unifoliolata,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Muellera_variabilis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Muellera_virgilioides,No,No,NA,NA,NA,NA,NA,NA,NA
Multidentia_castanea,No,No,NA,NA,NA,NA,NA,NA,NA
Multidentia_crassa,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Multidentia_dichrophylla,No,No,NA,NA,NA,NA,NA,NA,NA
Multidentia_exserta,No,No,NA,NA,NA,NA,NA,NA,NA
Multidentia_fanshawei,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Multidentia_kingupirensis,No,No,NA,NA,NA,NA,NA,NA,NA
Multidentia_pobeguinii,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Multidentia_saxicola,No,No,NA,NA,NA,NA,NA,NA,NA
Multidentia_sclerocarpa,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mundulea_antanossarum,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mundulea_barclayi,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Mundulea_chapelieri,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mundulea_laxiflora,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Mundulea_menabeensis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mundulea_micrantha,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mundulea_obovata,No,No,NA,NA,NA,NA,NA,NA,NA
Mundulea_sericea,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mundulea_viridis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Munronia_humilis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Munronia_pinnata,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Muntingia_calabura,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Muricococcum_sinense,No,No,NA,NA,NA,NA,NA,NA,NA
Murraya_crenulata,No,No,NA,NA,NA,NA,NA,NA,NA
Murraya_euchrestifolia,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Murraya_koenigii,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Murraya_kwangsiensis,No,No,NA,NA,NA,NA,NA,NA,NA
Murraya_microphylla,No,No,NA,NA,NA,NA,NA,NA,NA
Murraya_paniculata,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Murraya_tetramera,No,No,NA,NA,NA,NA,NA,NA,NA
